created_at,text,location,retweeted,retweet_count
Sat Mar 21 15 17 51  0000 2020,RT  allisonl  Are you a university teacher  Have you just moved your teaching online  Here is a course led by  CliveYoungUCL  UCLDigiEd off,Bonn  Germany,False,20
Sat Mar 21 15 17 49  0000 2020,RT  Metacog01  2  So  to do my Masters nobody cared less about my GPA  In retrospect  that was a reasonable thing   I became a teacher to, treaty6  mostly  yeg    yegdt,False,1
Sat Mar 21 15 17 42  0000 2020,RT  ShashiTharoor  A small victory for common sense  amp  students  human rights  ,,False,99
Sat Mar 21 15 17 18  0000 2020,RT  Moibrahim117  We  university students  demand the cancellation of the second term  Our health is more important than education  We come,,False,29
Sat Mar 21 15 17 00  0000 2020,RT  PalomaReinosoMD  My heart   Love this story of  almost  Dr  Anderson Carter who matched  WiscObGyn  who is AMAZING  So proud of all,Madison  WI,False,5
Sat Mar 21 15 16 08  0000 2020,RT  allisonl  Are you a university teacher  Have you just moved your teaching online  Here is a course led by  CliveYoungUCL  UCLDigiEd off,Antarctica,False,20
Sat Mar 21 15 14 49  0000 2020,RT  sdut  San Diego State University postpones graduation until December due to coronavirus    Breaking   ,Baltimore  MD,False,6
Sat Mar 21 15 14 44  0000 2020,RT  HeartDocSharon  Stopping the Spread of  COVID19   Good patient education page  JAMA current BUT lets strongly e,,False,10
Sat Mar 21 15 14 21  0000 2020,RT  HeartDocSharon  Stopping the Spread of  COVID19   Good patient education page  JAMA current BUT lets strongly e,Atlanta  GA,False,10
Sat Mar 21 15 13 53  0000 2020,RT  Rockmartdugout  Congratulations to the guy that can do it all  CJ Culver  on his commitment to continue his education and baseball care,Georgia  USA,False,11
Sat Mar 21 15 13 17  0000 2020,RT  Moibrahim117  We  university students  demand the cancellation of the second term  Our health is more important than education  We come,Egypt,False,29
Sat Mar 21 15 13 01  0000 2020,VALDOSTA  Dr  Richard Carvajal  president of Valdosta State University  has released a YouTube video regarding com  ,,False,0
Sat Mar 21 15 12 37  0000 2020,Education   Dongguk University  Departement of Drama Film,Seoul   Korea,False,0
Sat Mar 21 15 11 34  0000 2020, JOB WANTED  Intercollegiate Head Basketball Coach  Athletic Director  Vice Pres  Dean of Physical Education Ath  ,Pacific Northwest   California,False,0
Sat Mar 21 15 10 28  0000 2020,RT  PorterConnors  I am extremely excited to announce I ve earned a offer to continue my education  amp  play ball at the University of Cali,Salt Lake City  UT,False,13
Sat Mar 21 15 10 24  0000 2020,RT  ShashiTharoor  A small victory for common sense  amp  students  human rights  ,,False,99
Sat Mar 21 15 10 19  0000 2020,Tucker Carlson on the coronavirus  impact on higher education   Not enough federal bailout money in the Treasury to  ,Little Creek  VA,False,1
Sat Mar 21 15 10 10  0000 2020, BarbDavis2311  The Art of Education University   A Choice Board for the Elementary Art Room   via  theartofed,Myerstown  PA,False,0
Sat Mar 21 15 09 01  0000 2020, ryanmichler University provides more value than just education ,Canada,False,0
Sat Mar 21 15 08 23  0000 2020,RT  AHMED48  We university students demand the cancellation of the second term Our health is more important than education We come from al,  ,False,29
Sat Mar 21 15 08 04  0000 2020, Namrataa  mea gulpa Iran probably has a better STEM education program than India  The quality of Sharif universit  ,Mumbai   Bengaluru,False,0
Sat Mar 21 15 08 04  0000 2020,RT  HAHayatu  Someone sought my advice on investment  kindly help  He has 15M he want to share it among his three children for university,,False,79
Sat Mar 21 15 07 45  0000 2020, priyagupta999 Did you graduate from whatsapp University  What s your education qualification madam  ,India,False,0
Sat Mar 21 15 07 39  0000 2020, daily trust Ajuru Ignatius University of Education charge students 43 200 for acceptance fee in Port Harcourt,Nigeria,False,0
Sat Mar 21 15 07 21  0000 2020,We can t see a central University to be converted into a Isolation centre What about our semester What about our e  ,,False,1
Sat Mar 21 15 07 18  0000 2020,RT  youth voicesNai   bahatiernestine  A refugee and nursing graduate from Moi University is the new youth representative and person inchar,Dagoretti,False,4
Sat Mar 21 15 07 02  0000 2020,RT  angsalaksak     The Kingfisher  official student publication of Southern Luzon State University  Lucban  Quezon  is the ,sa may maritime,False,22
Sat Mar 21 15 06 34  0000 2020,RT  allisonl  Are you a university teacher  Have you just moved your teaching online  Here is a course led by  CliveYoungUCL  UCLDigiEd off,UK   London   Cambridgeshire,False,20
Sat Mar 21 15 06 05  0000 2020,RT  PeterDyakowski  Cooped up at home  Pining for school to resume  Drew Doughty s bored too so he wants to judge your essays    dewyy8 has,Regina  Saskatchewan,False,2
Sat Mar 21 15 05 20  0000 2020,RT  scholasticCDA  Scholastic Education Canada is committed to supporting parents and teachers during  Covid19  We ve made our digital subs,Brampton  Ontario,False,164
Sat Mar 21 15 05 10  0000 2020, Kittyyyc2  jkenney  shandro Lol ah doesn t take long for you dippers to start showing you maturity level when you  ,Onoway,False,0
Sat Mar 21 15 04 27  0000 2020,RT  SallyZayed22  We  university students  demand the cancellation of the second term  Our health is more important than education  We come,,False,16
Sat Mar 21 15 04 13  0000 2020,RT  Moibrahim117  We  university students  demand the cancellation of the second term  Our health is more important than education  We come,,False,29
Sat Mar 21 15 04 07  0000 2020,RT  ShashiTharoor  A small victory for common sense  amp  students  human rights  ,Thane,False,99
Sat Mar 21 15 04 06  0000 2020,RT  NormandBrodeur  Une rflexion que nous devrons aussi aborder au Qubec  feep  EduNumQc La Saskatchewan cre un comit pour rflchir ,Montral Qubec Canada,False,15
Sat Mar 21 15 03 36  0000 2020,RT  Cisco  You don t need a campus to  collaborate  See how students and teachers keep collaborating with  Webex   R,Pennsylvania  USA,False,16
Sat Mar 21 15 02 44  0000 2020,RT  z72mohamed  We  university students  demand the cancellation of the second term  Our health is more important than education  We come f,Egypt  PA,False,8
Sat Mar 21 15 02 26  0000 2020,RT  Moibrahim117  We  university students  demand the cancellation of the second term  Our health is more important than education  We come,,False,29
Sat Mar 21 15 02 10  0000 2020,RT  PeterDyakowski  Cooped up at home  Pining for school to resume  Drew Doughty s bored too so he wants to judge your essays    dewyy8 has,Hamilton,False,2
Sat Mar 21 15 02 04  0000 2020,RT  Moibrahim117  We  university students  demand the cancellation of the second term  Our health is more important than education  We come,Egypt  PA,False,29
Sat Mar 21 15 01 29  0000 2020,RT  mamidala90  JNUs VC appeals to university community to observe Janata Curfew   Education Today News  ,,False,5
Sat Mar 21 15 01 24  0000 2020,Cooped up at home  Pining for school to resume  Drew Doughty s bored too so he wants to judge your essays    dewyy8  ,,False,2
Sat Mar 21 15 01 08  0000 2020,RT  Moibrahim117  We  university students  demand the cancellation of the second term  Our health is more important than education  We come,,False,29
Sat Mar 21 15 01 01  0000 2020,RT  Moibrahim117  We  university students  demand the cancellation of the second term  Our health is more important than education  We come,,False,29
Sat Mar 21 15 01 01  0000 2020,Learn how to use your GS1 Company Prefix to create GS1 identifiers for products at our self paced  online training   ,Ewing  NJ,False,0
Sat Mar 21 15 00 38  0000 2020,RT  wilberforce u  Thank you Mr  Mark Wilson and Chime Solutions for your gift to Wilberforce University  For Press Release Information htt,,False,24
Sat Mar 21 15 00 37  0000 2020,RT  Moibrahim117  We  university students  demand the cancellation of the second term  Our health is more important than education  We come,,False,29
Sat Mar 21 15 00 23  0000 2020,RT  z72mohamed  We  university students  demand the cancellation of the second term  Our health is more important than education  We come f,,False,8
Sat Mar 21 15 00 15  0000 2020,RT  Moibrahim117  We  university students  demand the cancellation of the second term  Our health is more important than education  We come,,False,29
Sat Mar 21 14 59 52  0000 2020,With Dr  O A Wokoma and Dr  A J Edeghotu both from the Dept  of Biology  Ignatius Ajuru University of Education  ,4 8156 N  7 0498 E,False,0
Sat Mar 21 14 59 01  0000 2020,Taehyungs happy he found this nice apartment in a location not too far from where they all go to school  or where  ,Classified,False,0
Sat Mar 21 14 58 48  0000 2020,RT  z72mohamed  We  university students  demand the cancellation of the second term  Our health is more important than education  We come f,,False,8
Sat Mar 21 14 58 42  0000 2020,RT  z72mohamed  We  university students  demand the cancellation of the second term  Our health is more important than education  We come f,,False,8
Sat Mar 21 14 58 18  0000 2020,RT  Moibrahim117  We  university students  demand the cancellation of the second term  Our health is more important than education  We come,,False,29
Sat Mar 21 14 58 14  0000 2020,RT  HAHayatu  Someone sought my advice on investment  kindly help  He has 15M he want to share it among his three children for university,Benin  Nigeria,False,79
Sat Mar 21 14 56 26  0000 2020,RT  HAHayatu  Someone sought my advice on investment  kindly help  He has 15M he want to share it among his three children for university,Suleja  Nigeria,False,79
Sat Mar 21 14 56 08  0000 2020,RT  NormandBrodeur  Une rflexion que nous devrons aussi aborder au Qubec  feep  EduNumQc La Saskatchewan cre un comit pour rflchir ,Qubec  Canada,False,15
Sat Mar 21 14 55 43  0000 2020,RT  HAHayatu  Someone sought my advice on investment  kindly help  He has 15M he want to share it among his three children for university,everywhere,False,79
Sat Mar 21 14 55 22  0000 2020,RT  allisonl  Are you a university teacher  Have you just moved your teaching online  Here is a course led by  CliveYoungUCL  UCLDigiEd off,Glasgow  Scotland,False,20
Sat Mar 21 14 54 37  0000 2020,Cambridge students urge university to let them retake the final year  ,Newcastle Upon Tyne Edinburgh,False,0
Sat Mar 21 14 54 31  0000 2020,As the virus turned into a deadly global outbreak  UNL recalled students living abroad in South Korea and Italy  ad  ,Lincoln  NE,False,0
Sat Mar 21 14 54 30  0000 2020,RT  rasmus kleis  And  Poynter  As a service to the journalism education community in this challenging period  Poynter is offering its onli,New Delhi  India,False,14
Sat Mar 21 14 54 28  0000 2020,A few days later  on Feb  3  the University of Nebraska announced it was suspending all university sponsored travel  ,Lincoln  NE,False,0
Sat Mar 21 14 53 24  0000 2020, KillianConnolly I am no Austrian  Again you think the world is so simple that a university education affords you w  , ,False,0
Sat Mar 21 14 53 20  0000 2020,RT  WiStateJournal  The annual Match Day tradition  where students stand on stage to learn where they will do their residencies  was scuttl,Madison  WI,False,2
Sat Mar 21 14 52 55  0000 2020,Take a walk across the University of California Irvine campus and you ll see what I mean   Why is the State of Cal  ,3950N 9835W,False,1
Sat Mar 21 14 51 52  0000 2020,RT  VinceKMorgan  And its a Match  Ill be continuing my medical education as an Orthopaedic Surgery resident at Rush University Medical C,Earth ,False,41
Sat Mar 21 14 50 49  0000 2020,RT  Moibrahim117  We  university students  demand the cancellation of the second term  Our health is more important than education  We come,,False,29
Sat Mar 21 14 50 22  0000 2020,RT  Moibrahim117  We  university students  demand the cancellation of the second term  Our health is more important than education  We come,,False,29
Sat Mar 21 14 50 11  0000 2020,RT  Moibrahim117  We  university students  demand the cancellation of the second term  Our health is more important than education  We come,,False,29
Sat Mar 21 14 48 26  0000 2020,You ll be able to graduate this year or whats going on in general as university doesn t know what s going on and th  ,Liverpool  England,False,0
Sat Mar 21 14 47 14  0000 2020,RT  Moibrahim117  We  university students  demand the cancellation of the second term  Our health is more important than education  We come,,False,29
Sat Mar 21 14 47 12  0000 2020,RT  DawsonLinder  Im excited to announce I will be continuing my education and baseball career at the University of Louisiana Monroe  Than,Lafayette  LA,False,45
Sat Mar 21 14 47 00  0000 2020,RT  Moibrahim117  We  university students  demand the cancellation of the second term  Our health is more important than education  We come,,False,29
Sat Mar 21 14 46 55  0000 2020,We  university students  demand the cancellation of the second term  Our health is more important than education  W  ,,False,29
Sat Mar 21 14 46 29  0000 2020,RT  USCLeader  Learn about University of Southern California s Doctor of Education in Organizational Change and Leadership online program ,,False,32
Sat Mar 21 14 46 29  0000 2020,RT  z72mohamed  We  university students  demand the cancellation of the second term  Our health is more important than education  We come f,,False,8
Sat Mar 21 14 46 08  0000 2020,RT  z72mohamed  We  university students  demand the cancellation of the second term  Our health is more important than education  We come f,,False,8
Sat Mar 21 14 45 43  0000 2020,RT  SallyZayed22  We  university students  demand the cancellation of the second term  Our health is more important than education  We come,,False,16
Sat Mar 21 14 45 34  0000 2020,RT  harrythepratt  Fully what does Spalding have against university  never seen a group of young people so against others going and wanting,Portsmouth  England,False,8
Sat Mar 21 14 45 16  0000 2020,We  university students  demand the cancellation of the second term  Our health is more important than education  W  ,Al Minia   Egypt ,False,8
Sat Mar 21 14 45 03  0000 2020,RT  SallyZayed22  We  university students  demand the cancellation of the second term  Our health is more important than education  We come,Egypt  PA,False,16
Sat Mar 21 14 44 49  0000 2020,Join the University of Central Oklahoma team  See our latest Education job openings  including  Graduate Teaching A  ,Oklahoma City  OK,False,0
Sat Mar 21 14 44 25  0000 2020,RT  SallyZayed22  We  university students  demand the cancellation of the second term  Our health is more important than education  We come,,False,16
Sat Mar 21 14 44 24  0000 2020,RT  ngotranslations  How to properly wash your hands  The red liquid is intended to visually illustrate how to properly reach all areas in,Islas Canarias,False,1
Sat Mar 21 14 43 43  0000 2020,A must read  UW medical students celebrate virtual Match Day before starting residency in COVID 19 era  Great job  ,Madison  Wisconsin,False,0
Sat Mar 21 14 43 04  0000 2020,RT  SallyZayed22  We  university students  demand the cancellation of the second term  Our health is more important than education  We come,,False,16
Sat Mar 21 14 42 49  0000 2020,Can you recommend anyone for this Education job in Edmond  OK  Click the link in our bio to see it and more  FWSP S  ,Oklahoma,False,0
Sat Mar 21 14 42 29  0000 2020,Want to work at Brown University  We re hiring in  Providence  RI  Click the link in our bio for details on this jo  ,Providence  RI,False,0
Sat Mar 21 14 42 19  0000 2020,JNUs VC appeals to university community to observe Janata Curfew  Education   ,Kakaako  Hawaii 96814,False,0
Sat Mar 21 14 41 37  0000 2020,RT  joeygulbin  Blessed to announce my commitment to continue my education and football career at Fordham University   RAMILY  Coach Conl,Basketball gym in CT,False,10
Sat Mar 21 14 41 14  0000 2020,RT  kingadindu  Commemorative planting of  mangrove  trees to mark  WorldForestryDay today in the mangrove swamp of Ignatius Ajuru Universi,Nigeria  Africa,False,2
Sat Mar 21 14 41 11  0000 2020,RT  SallyZayed22  We  university students  demand the cancellation of the second term  Our health is more important than education  We come,,False,16
Sat Mar 21 14 41 05  0000 2020,RT  kingadindu   WorldForestDay with  MangroveMarathon to  SaveNigerianMangroves in collaboration with Ignatius Ajuru University of Educati,Nigeria  Africa,False,5
Sat Mar 21 14 40 23  0000 2020,RT  SallyZayed22  We  university students  demand the cancellation of the second term  Our health is more important than education  We come,,False,16
Sat Mar 21 14 39 56  0000 2020,RT  RadioCanadaInfo  Au Qubec  le retour en classe devra probablement attendre bien au del de la date prvue du 30 mars Mais tous les l,Ottawa  Ontario,False,14
Sat Mar 21 14 39 20  0000 2020,RT  KenyonStray   jacobinmag I ve given up on the corruption of state university campuses  We need good leaders to organize community educa,Ranchita  CA ,False,2
Sat Mar 21 14 39 05  0000 2020,RT  angsalaksak     The Kingfisher  official student publication of Southern Luzon State University  Lucban  Quezon  is the ,Skull,False,22
Sat Mar 21 14 38 57  0000 2020,RT  SallyZayed22  We  university students  demand the cancellation of the second term  Our health is more important than education  We come,   ,False,16
Sat Mar 21 14 38 38  0000 2020, lawvaughan  syrpis  legalscholars  SLSA UK In less than 24 hours over 2000 people have signed a petition set up by  ,Birmingham ,False,0
Sat Mar 21 14 38 32  0000 2020,Why do university teaching staff not classify as  keyworker although teaching staff in the education sector do   ,Southampton  England,False,0
Sat Mar 21 14 37 54  0000 2020,RT  CHFBaseball  Congrats to 2020 RHP  OF  Keith Wallace  on committing to continue his education  amp  baseball career at Virginia State Unive,Washington  DC,False,6
Sat Mar 21 14 37 40  0000 2020, Sflecce  OFHSA1916 Is  OFHSA1916 a Friend of  samoosterhoff   you know  your deputy minister of public education   ,,False,0
Sat Mar 21 14 37 38  0000 2020,RT  HAHayatu  Someone sought my advice on investment  kindly help  He has 15M he want to share it among his three children for university,EDO STATE  NIGERIA,False,79
Sat Mar 21 14 37 14  0000 2020,RT  HAHayatu  Someone sought my advice on investment  kindly help  He has 15M he want to share it among his three children for university,out of this world,False,79
Sat Mar 21 14 36 17  0000 2020,RT  timmyhanna47  Im very excited to say that Ive committed to play football and further my education at Chapman University  Special than,Charlotte  NC,False,7
Sat Mar 21 14 34 03  0000 2020,RT  miftahulislam71  We want education   We want semester examination   We want  hostel  No corona patients and corona patients   Boycott q,Muzaffarpur,False,5
Sat Mar 21 14 33 52  0000 2020,RT  SallyZayed22  We  university students  demand the cancellation of the second term  Our health is more important than education  We come,Egypt  cairo,False,16
Sat Mar 21 14 33 48  0000 2020,Dr  Anthony Fauci s education   training He went on to attend the College of the Holy Cross and received his M D   ,Atlanta   Boulder   Tahoe   SF,False,0
Sat Mar 21 14 33 32  0000 2020,RT  artiflection  Welcome to Storytelling Across Generations  Legacy Series  Georgia Journeys  and the Museum of History and Holocaust Edu,Indianapolis  IN,False,1
Sat Mar 21 14 33 24  0000 2020,RT  JacksonJaymond  Blessed to receive my 6th Division One offer to continue my education and football career from Houston Baptist Universi,Lindale  TX,False,8
Sat Mar 21 14 33 14  0000 2020,RT  UofUOSE  The University of Utah Office of Surgical Education would like to extend a huge congratulations to  UofUSurgery s incoming  Ur,Opinions expressed are my own ,False,7
Sat Mar 21 14 31 25  0000 2020,RT  allisonl  Are you a university teacher  Have you just moved your teaching online  Here is a course led by  CliveYoungUCL  UCLDigiEd off,London UK,False,20
Sat Mar 21 14 30 31  0000 2020, CoreysDigs  xdotsi Canada  Qc Entire education system   daycares closed Bars  cinemas and gyms closed Restauran  ,Inside my head,False,0
Sat Mar 21 14 30 25  0000 2020,RT  scholasticCDA  Scholastic Education Canada is committed to supporting parents and teachers during  Covid19  We ve made our digital subs,Toronto,False,164
Sat Mar 21 14 30 20  0000 2020,Tucker Carlson on the coronavirus  impact on higher education   Not enough federal bailout money in the Treasury to  ,Texas  USA,False,0
Sat Mar 21 14 30 09  0000 2020,Our new education guide has information about Canadas history  geography  quality of life  and human rights  It wi  ,Canada ,False,0
Sat Mar 21 14 30 00  0000 2020,Welcome to Storytelling Across Generations  Legacy Series  Georgia Journeys  and the Museum of History and Holocau  ,Atlanta  GA,False,1
Sat Mar 21 14 29 11  0000 2020,RT  ShashiTharoor  A small victory for common sense  amp  students  human rights  ,Bangalore,False,99
Sat Mar 21 14 28 54  0000 2020,RT  thegoaneveryday   Goa Directorate of Higher Education announces that teaching and non teaching staff of Goa University  and affiliated,New Delhi  India,False,2
Sat Mar 21 14 28 50  0000 2020,RT  AdelajaAdeoye  If we had embraced distance education optimally with the use of internet based learning  e g University of South Africa ,Downtown,False,2
Sat Mar 21 14 28 22  0000 2020,Just a little education for all you Patriots out there America Canada and Mexico are now one division of a 9 divisi  ,Buffalo NY,False,0
Sat Mar 21 14 27 14  0000 2020,RT  hub resource  Recently talked to a Canadian colleague who was incredulous that grades for university entrance in the UK are based mainl,,False,1
Sat Mar 21 14 26 17  0000 2020,RT  ahmd eldoh    We  university students  demand the cancellation of the second term  Our health is more important th,,False,3
Sat Mar 21 14 26 11  0000 2020,RT  hub resource  University representatives have confirmed that they expect universities to be flexible and do all they can to support stu,,False,1
Sat Mar 21 14 25 57  0000 2020,RT  alquama12323   No quarantine in MANUU We want education  We want semester examination  We want  hostel  No corona patients and corona p,Muzaffarpur,False,1
Sat Mar 21 14 25 56  0000 2020,RT  lailama18450131  We  university students  demand the cancellation of the second term  Our health is more important than education  We c,,False,2
Sat Mar 21 14 25 47  0000 2020,RT  SallyZayed22  We  university students  demand the cancellation of the second term  Our health is more important than education  We come,,False,16
Sat Mar 21 14 25 42  0000 2020,RT  AHMED48  We university students demand the cancellation of the second term Our health is more important than education We come from al,,False,29
Sat Mar 21 14 25 22  0000 2020,RT  Mariem96027790  We  university students  demand the cancellation of the second term  Our health is more important than education  We co,,False,26
Sat Mar 21 14 25 11  0000 2020,RT  StudentMindsOrg  Your  UniMentalHealthCharter is here  Together we can make mental health a university wide priority improve mental,Near you,False,178
Sat Mar 21 14 24 37  0000 2020,RT  BryanDFischer  What in the actual hell is this kind of response from ASU prez Michael Crow     ,Tucson  AZ,False,11
Sat Mar 21 14 24 15  0000 2020,RT  Michael31093553  Leonard Sherman dropped out of college  forfeiting a basketball scholarship at the University of Illinois in Champaign,God s Country  KAG,False,1
Sat Mar 21 14 23 37  0000 2020,RT  SallyZayed22  We  university students  demand the cancellation of the second term  Our health is more important than education  We come,Alexandria  Egypt,False,16
Sat Mar 21 14 23 35  0000 2020, We make you going to university but you got nothing  You don t even give us money  Look at her  my neighbor  she  ,,False,0
Sat Mar 21 14 23 04  0000 2020,RT  allisonl  Are you a university teacher  Have you just moved your teaching online  Here is a course led by  CliveYoungUCL  UCLDigiEd off,Oxford  UK,False,20
Sat Mar 21 14 22 49  0000 2020,RT  SallyZayed22  We  university students  demand the cancellation of the second term  Our health is more important than education  We come,,False,16
Sat Mar 21 14 22 27  0000 2020,RT  Cisco  You don t need a campus to  collaborate  See how students and teachers keep collaborating with  Webex   R,Ilorin  Nigeria,False,16
Sat Mar 21 14 21 36  0000 2020,RT  Cisco  You don t need a campus to  collaborate  See how students and teachers keep collaborating with  Webex   R,Johannesburg  South Africa,False,16
Sat Mar 21 14 21 34  0000 2020,RT  jasebyjason  Feel sorry for those final year school and university students who havent gotten to say a proper goodbye to their friends,,False,3138
Sat Mar 21 14 21 14  0000 2020,Coronavirus  university president hits out at Hong Kong student union s  Chinese pneumonia  statement for  harming  ,Washington DC,False,0
Sat Mar 21 14 21 01  0000 2020,RT  Cisco  You don t need a campus to  collaborate  See how students and teachers keep collaborating with  Webex   R,South Africa,False,16
Sat Mar 21 14 20 30  0000 2020,RT  delaCruXavier   prageru  thewillwitt He knows PragerU  amp  everything it stands for As a middle aged  brown skinned  non American  I m g,,False,1
Sat Mar 21 14 19 54  0000 2020,Commemorative planting of  mangrove  trees to mark  WorldForestryDay today in the mangrove swamp of Ignatius Ajuru  ,4 8156 N  7 0498 E,False,2
Sat Mar 21 14 19 50  0000 2020,RT  mamidala90  JNUs VC appeals to university community to observe Janata Curfew   Education Today News  ,JNU  New Delhi  India,False,5
Sat Mar 21 14 19 12  0000 2020,RT  allisonl  Are you a university teacher  Have you just moved your teaching online  Here is a course led by  CliveYoungUCL  UCLDigiEd off,Edinburgh,False,20
Sat Mar 21 14 18 22  0000 2020,RT  KenyonStray   jacobinmag I ve given up on the corruption of state university campuses  We need good leaders to organize community educa,,False,2
Sat Mar 21 14 18 02  0000 2020,RT  harrythepratt  Fully what does Spalding have against university  never seen a group of young people so against others going and wanting,Market Deeping  England,False,8
Sat Mar 21 14 17 54  0000 2020,RT  VinceKMorgan  And its a Match  Ill be continuing my medical education as an Orthopaedic Surgery resident at Rush University Medical C,,False,41
Sat Mar 21 14 17 38  0000 2020, Flahutin 75  education majors would be my first guess having attended a university with an education program focus  ,Pennsylvania  USA,False,0
Sat Mar 21 14 17 36  0000 2020,RT  thegoaneveryday   Goa Directorate of Higher Education announces that teaching and non teaching staff of Goa University  and affiliated,India,False,2
Sat Mar 21 14 16 54  0000 2020,RT  Mariem96027790  We  university students  demand the cancellation of the second term  Our health is more important than education  We co,,False,26
Sat Mar 21 14 16 23  0000 2020,RT  SallyZayed22  We  university students  demand the cancellation of the second term  Our health is more important than education  We come,El Gharbia  Egypt,False,16
Sat Mar 21 14 16 16  0000 2020,RT  D Bench 86   InshallahSZN  VanniePlaas  Marita 1010  BlessingsRamoba Fort Hare  Medunsa  UKZN  University of the North  Venda Universit,South Africa,False,1
Sat Mar 21 14 16 04  0000 2020,We  university students  demand the cancellation of the second term  Our health is more important than education  W  ,,False,16
Sat Mar 21 14 15 51  0000 2020, levang david  almightydeion   Mansell247  AthensAcademyFB  ChadSimmons   TEwracademy  tballardqbcoach Disgusting   ,United States,False,0
Sat Mar 21 14 15 32  0000 2020,You don t need a campus to  collaborate  See how students and teachers keep collaborating with  Webex  ,Worldwide,False,0
Sat Mar 21 14 15 07  0000 2020,RT  NIDL DCU  From  mbrownz on the events of the past week  The New Digital University  Reflections on a Week that Changed Irish Higher,Dunshaughlin,False,9
Sat Mar 21 14 14 27  0000 2020,RT  ValpoWeather  Even though the university will be remote for the semester  our professors are continuing in the rigorous instruction nee,,False,12
Sat Mar 21 14 14 25  0000 2020,RT  uamsnurses  UAMS has a unique combination of education  research and clinical expertise that promotes and supports teamwork and  divers,,False,1
Sat Mar 21 14 14 11  0000 2020, drajm Majority Indigenous Canadian Territory   schools closed before first case  working through what to do next   ,2nd crack at Twitter   Oz,False,0
Sat Mar 21 14 13 55  0000 2020,RT  Cisco  You don t need a campus to  collaborate  See how students and teachers keep collaborating with  Webex   R,Tampa  Florida ,False,16
Sat Mar 21 14 13 54  0000 2020,RT  Cisco  You don t need a campus to  collaborate  See how students and teachers keep collaborating with  Webex   R,Bengaluru,False,16
Sat Mar 21 14 13 30  0000 2020,RT  angsalaksak     The Kingfisher  official student publication of Southern Luzon State University  Lucban  Quezon  is the ,,False,22
Sat Mar 21 14 13 20  0000 2020,RT  HAHayatu  Someone sought my advice on investment  kindly help  He has 15M he want to share it among his three children for university,,False,79
Sat Mar 21 14 13 04  0000 2020,RT  cole rhyne  Its been many ups and even more downs but through hard work  blessings from god  support from teachers and my family I am,717CHBG x 434FUMA x 215PHL,False,25
Sat Mar 21 14 12 23  0000 2020,RT  scholasticCDA  Scholastic Education Canada is committed to supporting parents and teachers during  Covid19  We ve made our digital subs,,False,164
Sat Mar 21 14 12 11  0000 2020,Universities need more enterprise   via  dailyo ,India,False,0
Sat Mar 21 14 12 08  0000 2020,New education story on NPR  Outbreak Voices  A South Korean Student On Hunkering Down In New Haven  ,USA,False,0
Sat Mar 21 14 11 44  0000 2020, jacobinmag I ve given up on the corruption of state university campuses  We need good leaders to organize communit  ,Western PA,False,2
Sat Mar 21 14 11 26  0000 2020,RT  Mariem96027790  We  university students  demand the cancellation of the second term  Our health is more important than education  We co,,False,26
Sat Mar 21 14 11 11  0000 2020,Coronavirus  university president hits out at Hong Kong student unions Chinese pneumonia statement for harming  ,Virginia  USA,False,0
Sat Mar 21 14 10 55  0000 2020,UAMS has a unique combination of education  research and clinical expertise that promotes and supports teamwork and  ,Little Rock  Arkansas,False,1
Sat Mar 21 14 09 56  0000 2020, No quarantine in MANUU We want education  We want semester examination  We want  hostel  No corona patients and co  ,Muzaffarpur,False,1
Sat Mar 21 14 09 41  0000 2020,You don t need a campus to  collaborate  See how students and teachers keep collaborating with  Webex  ,Canada,False,0
Sat Mar 21 14 09 36  0000 2020,RT  CharteredColl  Visit MyCollege and download the top 5 most read summaries from the University of Bristols Document Summary Service ,England  United Kingdom,False,1
Sat Mar 21 14 09 32  0000 2020,RT  rasmus kleis  And  Poynter  As a service to the journalism education community in this challenging period  Poynter is offering its onli,Rio de Janeiro  Brasil,False,14
Sat Mar 21 14 09 31  0000 2020,RT  learncanola  Join Chase Duffy on his time travel adventure where he meets Mr  Slovonuk  the first pioneer to bring the rape plant to Ca,Alberta  Canada,False,4
Sat Mar 21 14 09 20  0000 2020,RT  Cisco  You don t need a campus to  collaborate  See how students and teachers keep collaborating with  Webex   R,,False,16
Sat Mar 21 14 08 57  0000 2020,RT  Cisco  You don t need a campus to  collaborate  See how students and teachers keep collaborating with  Webex   R, ,False,16
Sat Mar 21 14 08 21  0000 2020,RT  Vadakin City  As an alum  instructional faculty  ohiou were crucial to my education  OU Pres  Nellis must commit to not laying off inst,OH  NYC,False,3
Sat Mar 21 14 08 10  0000 2020,RT  ShashiTharoor  A small victory for common sense  amp  students  human rights  ,Thane  India,False,99
Sat Mar 21 14 08 01  0000 2020,You don t need a campus to  collaborate  See how students and teachers keep collaborating with  Webex  ,Silicon Valley,False,16
Sat Mar 21 14 06 28  0000 2020, Taaooma Funny enough I never experienced this  My parents werent millionaires but they tried so hard to hide the  ,Gicel Estate,False,0
Sat Mar 21 14 06 15  0000 2020,RT  JacksonJaymond  Blessed to receive my 6th Division One offer to continue my education and football career from Houston Baptist Universi,Houston  TX,False,8
Sat Mar 21 14 06 06  0000 2020,Covid 19  Ministry Of Education Has No Right To Close University  Says Afe Babalola    ,Ikeja  Lagos  Nigeria,False,9
